,Rank,Name,Keywords,Corr,pvalue
1142,1143,MF_GP_LocalPrediction_covSEiso_covNoise_5_3_10_beforeafter_meanerrbar,"model,GaussianProcess",0.206,4.88671068559721e-11
1143,1144,PP_Compare_resample_1_2_gauss1_kd_rmse,"preprocessing,raw",0.206,4.443349406340744e-11
1144,1145,PP_Compare_spline44_kscn_adiff,"preprocessing,raw",0.206,5.161324408770347e-11
1145,1146,PP_Compare_spline24_swss10_2,"preprocessing,raw,stationarity",0.206,5.084016222414753e-11
1146,1147,NL_TSTL_dimensions_50_ac_fnnmar_bc_lfitm3,"nonlinear,tstool,scaling,dimension",0.206,9.660225646100034e-11
1147,1148,SY_TISEAN_nstat_z_4_1_3_rangemedian,"nonlinear,tisean,model,stationarity",0.206,5.198126182486253e-11
1148,1149,NL_crptool_fnn_10_2_1_fnn6,"nonlinear,dimension,crptool",0.206,4.905344171832839e-11
1149,1150,SP_Summaries_fft_median,FourierSpectrum,0.206,4.635772636445377e-11
1150,1151,SP_Summaries_welch_rect_median,FourierSpectrum,0.206,4.721723257996183e-11
1151,1152,SP_Summaries_pgram_hamm_logarea_4_4,FourierSpectrum,0.206,4.648073083492196e-11
1152,1153,SC_FluctAnal_2_dfa_50_1_logi_r2_resac1,scaling,0.206,1.2134196235029222e-10
1153,1154,SC_FluctAnal_2_nothing_50_logi_meanssr,scaling,0.206,5.034203710792463e-11
1154,1155,SB_MotifThree_diffquant_cabc,"symbolic,motifs",0.206,4.887711969620502e-11
1155,1156,SB_MotifTwo_median_u,"symbolic,motifs",0.206,4.4055235097949736e-11
1156,1157,FC_LoopLocalSimple_mean_sws_fexp_c,forecasting,0.206,5.148768257777992e-11
1157,1158,FC_LocalSimple_mean4_tauresrat,forecasting,0.206,4.716105954546479e-11
1158,1159,EN_mse_1-10_2_015_diff1_sampen_s2,"entropy,sampen,controlen,mse",0.206,5.214214081846724e-11
1159,1160,SY_DynWin_stdskew,stationarity,0.206,5.204931260516411e-11
1160,1161,CO_StickAngles_y_std_p,correlation,0.206,4.966672806656821e-11
1161,1162,CO_Embed2_Basic_1_parabup01,correlation,0.206,4.8160333375822076e-11
1162,1163,CO_AddNoise_ac_kraskov1_4_pdec,"correlation,AMI,entropy",0.206,4.5578388482973925e-11
1163,1164,SY_LocalGlobal_median_unicg50,"stationarity,distribution",0.206,4.6876682186590525e-11
1164,1165,SY_SlidingWindow_ac1_s5_2,stationarity,0.206,4.3963615869704173e-11
1165,1166,SY_SlidingWindow_s_s10_1,stationarity,0.206,4.421686484892955e-11
1166,1167,AC_14,correlation,0.206,4.693185724634185e-11
1167,1168,MF_armax_2_2_05_1_popt,model,0.205,5.599762674367784e-11
1168,1169,MF_CompareTestSets_y_ss_best_uniform_25_01_1_ac1s_iqr,"model,prediction,stationarity",0.205,5.967024058522335e-11
1169,1170,MF_GP_LocalPrediction_covSEiso_covNoise_5_3_10_beforeafter_maxabserr_run,"model,GaussianProcess",0.205,5.712665614279458e-11
1170,1171,MF_GP_hyperparameters_covSEiso_covNoise_1_200_first_minS,"model,GaussianProcess",0.205,8.890360245222386e-11
1171,1172,NL_TISEAN_c1_1_1_7_002_05_maxd,"nonlinear,tisean,dimension,entropy",0.205,6.565275513891588e-11
1172,1173,SY_TISEAN_nstat_z_5_1_3_minlower,"nonlinear,tisean,model,stationarity",0.205,6.8737617008682e-11
1173,1174,NL_crptool_fnn_10_2_1_firstunder05,"nonlinear,dimension,crptool",0.205,5.743266346253581e-11
1174,1175,DN_RemovePoints_absfar_01_remove_sumabsacfdiff,"correlation,outliers",0.205,6.403252544703367e-11
1175,1176,PH_ForcePotential_dblwell_1_05_02_ac10,dynamicalSystem,0.205,5.823763878730241e-11
1176,1177,SY_SlidingWindow_mom4_ent2_2,stationarity,0.205,5.591514198209816e-11
1177,1178,SY_SlidingWindow_s_sampen10_1,stationarity,0.205,6.207863211183575e-11
1178,1179,MD_pNN_raw_pnn50,"medical,raw,spreaddep",0.204,6.882433421216837e-11
1179,1180,ST_MomentCorr_002_02_median_iqr_abs_mi,statistics,0.204,7.453973438159171e-11
1180,1181,ST_MomentCorr_002_02_median_iqr_abs_absR,statistics,0.204,7.456047479053665e-11
1181,1182,MF_hmm_07_3_Mu_3,"hmm,model",0.204,7.901185748756688e-11
1182,1183,MF_GARCHfit_ar_P1_Q2_stde_popt,model,0.204,7.739526739798901e-11
1183,1184,MF_StateSpace_n4sid_3_05_1_x0mod,model,0.204,7.12702746972669e-11
1184,1185,MF_StateSpace_n4sid_2_05_1_ftbth,model,0.204,7.989910240495874e-11
1185,1186,PP_ModelFit_ar_2_rmserrrat_rmgd,"preprocessing,trend",0.204,6.778276060730889e-11
1186,1187,NL_MS_nlpe_2_mi_p4_5,"nonlinear,prediction,model",0.204,8.369738716723555e-11
1187,1188,NL_TSTL_PoincareSection_max_ac_tauacx,"nonlinear,tstool",0.204,1.0495902784562535e-10
1188,1189,SY_TISEAN_nstat_z_5_1_3_rangerange,"nonlinear,tisean,model,stationarity",0.204,8.120967026648917e-11
1189,1190,SY_TISEAN_nstat_z_5_1_3_stdmean,"nonlinear,tisean,model,stationarity",0.204,7.151825261049066e-11
1190,1191,NL_TISEAN_fnn_1_10_005_nHood2_10,"nonlinear,dimension,tisean",0.204,1.8429526782628034e-10
1191,1192,SP_Summaries_pgram_hamm_median,FourierSpectrum,0.204,8.049139176484775e-11
1192,1193,FC_LocalSimple_mean3_ac1,forecasting,0.204,7.788505215747556e-11
1193,1194,CO_StickAngles_y_ac1_all,correlation,0.204,7.174020466085394e-11
1194,1195,CO_StickAngles_y_statav5_p_s,"correlation,stationarity",0.204,8.261202310388339e-11
1195,1196,DN_RemovePoints_min_08_saturate_ac3diff,"correlation,outliers",0.204,7.737041850628436e-11
1196,1197,DN_RemovePoints_absfar_08_saturate_sumabsacfdiff,"correlation,outliers",0.204,8.253374812659121e-11
1197,1198,EN_PermEn_5_2_normPermEn,entropy,0.204,7.199575766954299e-11
1198,1199,SY_LocalGlobal_skewness_l10,"stationarity,distribution",0.204,8.728057503412853e-11
1199,1200,IN_AutoMutualInfoStats_diff_20_kraskov1_4_pmaxima,"information,correlation,AMI",0.204,7.810988083743201e-11
1200,1201,ST_MomentCorr_002_02_median_iqr_none_R,statistics,0.203,9.805023960839125e-11
1201,1202,MF_ExpSmoothing_05_best_propbth,model,0.203,8.345776904753179e-11
1202,1203,PP_Compare_poly2_swss5_1,"preprocessing,raw,stationarity",0.203,9.134438030575682e-11
1203,1204,SY_TISEAN_nstat_z_5_1_3_rangestd,"nonlinear,tisean,model,stationarity",0.203,1.0444847798101717e-10
1204,1205,SY_TISEAN_nstat_z_4_1_3_stdmedian,"nonlinear,tisean,model,stationarity",0.203,9.26797727919464e-11
1205,1206,SP_Summaries_pgram_hamm_logarea_3_3,FourierSpectrum,0.203,9.468996439626568e-11
1206,1207,SB_MotifThree_diffquant_caba,"symbolic,motifs",0.203,9.753595024653664e-11
1207,1208,SB_MotifThree_diffquant_acab,"symbolic,motifs",0.203,8.507109012600297e-11
1208,1209,SB_MotifThree_diffquant_bbc,"symbolic,motifs",0.203,9.527641632019088e-11
1209,1210,SB_MotifThree_quantile_aba,"symbolic,motifs",0.203,8.652382815091846e-11
1210,1211,PH_Walker_runningvar_15_50_swss5_1,"trend,stationarity",0.203,9.107900598902873e-11
1211,1212,SY_StdNthDerChange_b,entropy,0.203,1.0112964264648872e-10
1212,1213,NW_VisibilityGraph_norm_expnlogL,"network,visibilityGraph,lengthdep",0.203,9.031036113384693e-11
1213,1214,DN_RemovePoints_absclose_01_remove_median,"correlation,outliers",0.203,8.964410634086865e-11
1214,1215,CO_AddNoise_1_kraskov1_4_pdec,"correlation,AMI,entropy",0.203,8.505554721167692e-11
1215,1216,CO_AddNoise_1_std1_10_fitexpr2,"correlation,AMI,entropy",0.203,9.351885224353545e-11
1216,1217,DN_FitKernelSmooth_arcl_01,"distribution,ksdensity,raw,spreaddep",0.203,9.53069804149792e-11
1217,1218,EN_rpde_3_ac_maxRPD,entropy,0.203,8.477619007164171e-11
1218,1219,SY_SlidingWindow_ent_s2_2,stationarity,0.203,9.958457320561836e-11
1219,1220,SY_SlidingWindow_s_s10_10,stationarity,0.203,9.275910280643597e-11
1220,1221,SY_SlidingWindow_s_s10_2,stationarity,0.203,1.0140357602206587e-10
1221,1222,MF_CompareTestSets_y_ar_4_rand_25_01_1_mabserr_iqr,"model,prediction,stationarity",0.202,1.1869070554197028e-10
1222,1223,SY_TISEAN_nstat_z_5_1_3_stdstd,"nonlinear,tisean,model,stationarity",0.202,1.2464732025793198e-10
1223,1224,SY_TISEAN_nstat_z_5_1_3_stdrange,"nonlinear,tisean,model,stationarity",0.202,1.2095949587736187e-10
1224,1225,SY_TISEAN_nstat_z_4_1_3_stdstd,"nonlinear,tisean,model,stationarity",0.202,1.2514853932022976e-10
1225,1226,SY_TISEAN_nstat_z_4_1_3_rangestd,"nonlinear,tisean,model,stationarity",0.202,1.0294468107451277e-10
1226,1227,SY_TISEAN_nstat_z_4_1_3_stdrange,"nonlinear,tisean,model,stationarity",0.202,1.1478544940643707e-10
1227,1228,SY_TISEAN_nstat_z_4_1_3_iqr,"nonlinear,tisean,model,stationarity",0.202,1.2120346433461355e-10
1228,1229,SP_Summaries_fft_logarea_2_2,FourierSpectrum,0.202,1.1460531270056267e-10
1229,1230,SP_Summaries_welch_rect_logarea_2_2,FourierSpectrum,0.202,1.1460531270056267e-10
1230,1231,SB_MotifThree_diffquant_caca,"symbolic,motifs",0.202,1.2384738821129487e-10
1231,1232,SB_MotifThree_diffquant_cabb,"symbolic,motifs",0.202,1.0469256649967317e-10
1232,1233,SB_MotifThree_quantile_aaba,"symbolic,motifs",0.202,1.226634168505805e-10
1233,1234,EN_Randomize_permute_swss5_1fexprmse,"entropy,slow,stationarity",0.202,1.0834042854930707e-10
1234,1235,EN_Randomize_dyndist_sampen2_015fexpr2,"entropy,slow",0.202,1.219060244148703e-10
1235,1236,SY_DriftingMean20_meanmaxmin,stationarity,0.202,1.0412180974502487e-10
1236,1237,CO_StickAngles_y_statav3_p_s,"correlation,stationarity",0.202,1.13050148923759e-10
1237,1238,CO_AddNoise_ac_std1_10_ami_at_15,"correlation,AMI,entropy",0.202,1.0461658932368148e-10
1238,1239,SY_SlidingWindow_ac1_s5_1,stationarity,0.202,1.0635930293196474e-10
1239,1240,ST_MomentCorr_002_02_median_iqr_none_density,statistics,0.201,1.3887427870114288e-10
1240,1241,SY_KPSStest_0_10_minpValue,"stationarity,hypothesistest,pvalue",0.201,1.4761829906453116e-10
1241,1242,SY_VarRatioTest_4_1_stat,vratiotest,0.201,1.2757308539553254e-10
1242,1243,MF_steps_ahead_ar_best_6_rmserr_4,"model,prediction,arfit",0.201,1.5053256090229363e-10
1243,1244,NL_MS_nlpe_3_ac_ac2n,"nonlinear,prediction,model",0.201,2.0023046954129347e-10
1244,1245,WL_cwt_db3_32_pcross_maxssc50,"wavelet,cwt",0.201,1.3752757044334303e-10
1245,1246,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_frombefore_meanerrbar,"model,GaussianProcess",0.201,1.3906667077860797e-10
1246,1247,SY_TISEAN_nstat_z_5_1_3_minupper,"nonlinear,tisean,model,stationarity",0.201,1.4870292184210793e-10
1247,1248,SY_TISEAN_nstat_z_4_1_3_rangerange,"nonlinear,tisean,model,stationarity",0.201,1.311971153531641e-10
1248,1249,NL_TISEAN_fnn_1_10_005_firstunder02,"nonlinear,dimension,tisean",0.201,1.8136678852309177e-10
1249,1250,SP_Summaries_pgram_hamm_logarea_2_2,FourierSpectrum,0.201,1.48961266328837e-10
1250,1251,FC_LocalSimple_mean1_taures,forecasting,0.201,1.559626813555148e-10
1251,1252,CO_StickAngles_y_ac1_p,correlation,0.201,1.3725055833635944e-10
1252,1253,DN_RemovePoints_absclose_05_remove_mean,"correlation,outliers",0.201,1.4661329969021687e-10
1253,1254,PH_ForcePotential_dblwell_1_05_02_ac1,dynamicalSystem,0.201,1.4233646868703101e-10
1254,1255,NL_DVV_3_100_2_50_10_default_numZeroCrossings,delayVectorVariance,0.201,1.3109298145254342e-10
1255,1256,SY_SlidingWindow_ac1_s2_10,stationarity,0.201,1.5724498387052623e-10
1256,1257,AC_9,correlation,0.201,1.2863421801234964e-10
1257,1258,SY_KPSStest_0_pValue,"stationarity,hypothesistest,pvalue",0.200,1.8237153898450272e-10
1258,1259,SY_VarRatioTest_2_0_stat,vratiotest,0.200,1.9522743221210692e-10
1259,1260,MF_armax_1_1_05_1_maxonmean,model,0.200,1.7121941526084488e-10
1260,1261,MF_FitSubsegments_ss_2_uniform_25_01_fpe_max,"model,prediction",0.200,1.92970644222177e-10
1261,1262,MF_FitSubsegments_arsbc_uniform_25_01_sbcs_range,"model,prediction,arfit",0.200,1.7272916909147295e-10
1262,1263,MF_steps_ahead_arma_3_1_6_ac1_5,"model,prediction",0.200,1.6422506231718783e-10
1263,1264,NL_MS_fnn_1_10_mi_5_1_pfnn_7,"nonlinear,fnn,slow",0.200,4.6546032895270087e-10
1264,1265,MF_arfit_1_8_sbc_fpe_8,"modelfit,arfit",0.200,1.6283171540550827e-10
1265,1266,MF_arfit_1_8_sbc_fpe_7,"modelfit,arfit",0.200,1.8399754777920455e-10
1266,1267,WL_cwt_sym2_32_pover99,"wavelet,cwt",0.200,1.9481056245944625e-10
1267,1268,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_frombefore_meanlogh3,"model,GaussianProcess",0.200,1.7852957567947774e-10
1268,1269,MF_GP_hyperparameters_covSEiso_covPeriodic_covNoise_1_200_first_logh2,"model,GaussianProcess",0.200,3.433270546832432e-10
1269,1270,PP_Compare_diff1_gauss1_kd_rmse,"preprocessing,raw",0.200,1.6735538399703079e-10
1270,1271,PP_Compare_diff1_statav2,"preprocessing,raw,stationarity",0.200,1.6692430460431048e-10
1271,1272,PP_Compare_spline24_kscn_peaksepy,"preprocessing,raw",0.200,1.619270290149079e-10
1272,1273,PP_Compare_poly2_kscn_peaksepy,"preprocessing,raw",0.200,1.858117354160376e-10
1273,1274,PP_Compare_poly2_statav8,"preprocessing,raw,stationarity",0.200,1.8160808152281447e-10
1274,1275,NL_TISEAN_c1_1_2_6_25_01_ranged,"nonlinear,tisean,dimension,entropy",0.200,1.9424083857295976e-10
1275,1276,SP_Summaries_pgram_hamm_logmean,FourierSpectrum,0.200,1.5998885756620196e-10
1276,1277,MF_AR_arcov_5_a2,"model,fit",0.200,1.6537396029344282e-10
1277,1278,MF_AR_arcov_4_a2,"model,fit",0.200,1.7171531133930702e-10
1278,1279,SB_MotifThree_diffquant_bcab,"symbolic,motifs",0.200,1.7272107679426464e-10
1279,1280,SB_MotifTwo_diff_duud,"symbolic,motifs",0.200,1.652194983239073e-10
1280,1281,ST_LocalExtrema_n50_meanext,"distribution,stationarity",0.200,1.7416030154047778e-10
1281,1282,ST_LocalExtrema_l50_stdmin,"distribution,stationarity",0.200,1.802544164921049e-10
1282,1283,DN_CompareKSFit_ev_psx,"distribution,ksdensity,raw,locdep",0.200,1.8600525725085574e-10
1283,1284,PH_Walker_momentum_5_w_median,trend,0.200,1.6185195604637227e-10
1284,1285,PH_Walker_momentum_2_sw_propcross,trend,0.200,1.8360015931835187e-10
1285,1286,PH_Walker_biasprop_05_01_sw_propcross,trend,0.200,1.6767244752099081e-10
1286,1287,PH_Walker_prop_09_sw_propcross,trend,0.200,1.690431488180822e-10
1287,1288,DN_RemovePoints_min_08_saturate_sumabsacfdiff,"correlation,outliers",0.200,1.9181750716975365e-10
1288,1289,quantile_60,distribution,0.200,1.789091362308947e-10
1289,1290,CP_ML_StepDetect_l1pwc_005_pshort_3,stepdetection,0.199,1.962669798611967e-10
1290,1291,MF_armax_3_1_05_1_acmnd0,model,0.199,2.1693705060074552e-10
1291,1292,MF_StateSpace_n4sid_3_05_1_ac1n,model,0.199,2.1651081137582178e-10
1292,1293,MF_StateSpace_n4sid_2_05_1_p3_5,model,0.199,2.0369663576592888e-10
1293,1294,MF_CompareTestSets_y_ss_2_uniform_25_01_1_mabserr_std,"model,prediction,stationarity",0.199,1.9808861930829946e-10
1294,1295,MF_CompareTestSets_y_ar_best_uniform_25_01_1_stdrats_iqr,"model,prediction,arfit,stationarity",0.199,2.2488640244331787e-10
1295,1296,MF_arfit_1_8_sbc_minfpe,"modelfit,arfit",0.199,2.0620932320025108e-10
1296,1297,MF_arfit_1_8_sbc_fpe_6,"modelfit,arfit",0.199,2.2143120499936255e-10
1297,1298,MF_arfit_1_8_sbc_C,"modelfit,arfit",0.199,2.343701417898691e-10
1298,1299,WL_coeffs_db3_max_mean_coeff,wavelet,0.199,2.172904717441363e-10
1299,1300,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_randomgap_meanerrbar,"model,GaussianProcess",0.199,2.0475368893709958e-10
1300,1301,PP_Compare_poly2_swms2_2,"preprocessing,raw,stationarity",0.199,2.1411694026728043e-10
1301,1302,NL_TSTL_FractalDimensions_2_100_02_1_5_10_32_1_5_linfit_b,"nonlinear,tstool,dimension,correlation,stochastic",0.199,2.1718302694186868e-10
1302,1303,SY_TISEAN_nstat_z_4_1_3_rangeoffdiag,"nonlinear,tisean,model,stationarity",0.199,2.2585628004839902e-10
1303,1304,SC_FluctAnal_2_rsrange_50_logi_ssr,scaling,0.199,2.058622416731036e-10
1304,1305,SC_FluctAnal_2_range_50_logi_r2_linfitint,scaling,0.199,5.965973887991007e-10
1305,1306,SB_MotifThree_quantile_cbc,"symbolic,motifs",0.199,2.1718407242576125e-10
1306,1307,SB_BinaryStats_iqr_stdstretchdiff,"distribution,stationarity",0.199,2.1351605028811986e-10
1307,1308,DN_OutlierInclude_abs_001_nfexprmse,"distribution,outliers",0.199,1.9893322621131564e-10
1308,1309,EN_SampEn_5_02_meanchsampen,"entropy,sampen",0.199,2.557939481100428e-10
1309,1310,EN_SampEn_5_015_meanchsampen,"entropy,sampen",0.199,2.979560652275857e-10
1310,1311,PH_Walker_biasprop_05_01_w_mean,trend,0.199,2.1457400316626127e-10
1311,1312,PH_Walker_prop_09_res_runstest,trend,0.199,2.1442127010348406e-10
1312,1313,CO_TranslateShape_rectangle_2_pts_fours,correlation,0.199,2.0033919211553855e-10
1313,1314,PH_ForcePotential_dblwell_1_02_01_ac10,dynamicalSystem,0.199,2.380227035221867e-10
1314,1315,CO_Embed2_Basic_1_parabup05,correlation,0.199,2.0226147642427325e-10
1315,1316,SB_TransitionMatrix_21_stddiag,"symbolic,transitionmat",0.199,2.1650564514361375e-10
1316,1317,CO_AddNoise_ac_std1_10_ami_at_20,"correlation,AMI,entropy",0.199,2.3183745997196422e-10
1317,1318,SY_LocalGlobal_median_l50,"stationarity,distribution",0.199,2.1978843982550744e-10
1318,1319,SY_SlidingWindow_ac1_sampen5_10,stationarity,0.199,2.393443372100336e-10
1319,1320,MF_FitSubsegments_arsbc_uniform_25_01_sbcs_std,"model,prediction,arfit",0.198,2.9241741161934765e-10
1320,1321,MF_steps_ahead_arma_3_1_6_ac1_6,"model,prediction",0.198,2.826319752558528e-10
1321,1322,MF_steps_ahead_ar_2_6_ac1_5,"model,prediction",0.198,2.5512419699292896e-10
1322,1323,MF_arfit_1_8_sbc_fpe_4,"modelfit,arfit",0.198,2.8205537305004943e-10
1323,1324,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_frombefore_meanlogh2,"model,GaussianProcess",0.198,2.6605342847753097e-10
1324,1325,SY_TISEAN_nstat_z_4_1_3_stdoffdiag,"nonlinear,tisean,model,stationarity",0.198,2.4979335320785734e-10
1325,1326,SY_TISEAN_nstat_z_4_1_3_std,"nonlinear,tisean,model,stationarity",0.198,2.9190543894404634e-10
1326,1327,NL_TISEAN_fnn_1_10_005_minpfnn,"nonlinear,dimension,tisean",0.198,3.4385046863643467e-10
1327,1328,SP_Summaries_fft_logmean,FourierSpectrum,0.198,4.326569234195811e-10
1328,1329,SP_Summaries_welch_rect_sfm,FourierSpectrum,0.198,4.2466173256348593e-10
1329,1330,DN_SimpleFit_sin3_resruns,model,0.198,2.8130560495595987e-10
1330,1331,CO_StickAngles_y_tau_n,correlation,0.198,2.56129353435308e-10
1331,1332,CO_StickAngles_y_statav4_p_s,"correlation,stationarity",0.198,2.9170623699445514e-10
1332,1333,CO_AddNoise_ac_std1_10_ac1,"correlation,AMI,entropy",0.198,2.874982555143723e-10
1333,1334,CO_AddNoise_ac_quantiles_10_ami_at_20,"correlation,AMI,entropy",0.198,2.581766208657253e-10
1334,1335,NL_DVV_3_100_2_50_10_default_min,delayVectorVariance,0.198,2.9204894567993667e-10
1335,1336,EN_DistributionEntropy_raw_ks__03,"entropy,raw,spreaddep",0.198,2.5361328722906286e-10
1336,1337,quantile_94,distribution,0.198,2.7529961201658604e-10
1337,1338,MD_hrv_classic_vlf,"medical,FourierSpectrum",0.197,3.1798239198393347e-10
1338,1339,MF_ARMA_orders_1_6_1_4_aic_min,model,0.197,3.5468708891915065e-10
1339,1340,MF_armax_3_1_05_1_maxda,model,0.197,3.433978754762264e-10
1340,1341,MF_CompareAR_1_10_05_stddiff,model,0.197,3.66299609645588e-10
1341,1342,MF_StateSpace_n4sid_2_05_1_ac1,model,0.197,3.1681924395133035e-10
1342,1343,MF_StateSpaceCompOrder_8_minaic,model,0.197,3.491802020191685e-10
1343,1344,MF_CompareTestSets_y_ar_4_rand_25_01_1_stdrats_mean,"model,prediction,stationarity",0.197,3.1806344668466005e-10
1344,1345,MF_FitSubsegments_arma_2_2_uniform_25_01_p_1_max,"model,prediction",0.197,3.2498944896506203e-10
1345,1346,NL_MS_nlpe_fnn_mi_popt,"nonlinear,prediction,model,slow",0.197,3.7196963676749977e-10
1346,1347,MF_arfit_1_8_sbc_fpe_5,"modelfit,arfit",0.197,3.04541556122648e-10
1347,1348,MF_arfit_1_8_sbc_A1,"modelfit,arfit",0.197,3.3531666596616683e-10
1348,1349,PP_Compare_spline44_statav2,"preprocessing,raw,stationarity",0.197,3.298759889894178e-10
1349,1350,SP_Summaries_fft_sfm,FourierSpectrum,0.197,4.42409436111968e-10
1350,1351,SP_Summaries_welch_rect_logmean,FourierSpectrum,0.197,4.492468083474391e-10
1351,1352,DN_OutlierInclude_n_001_mfexpa,"distribution,outliers",0.197,3.273879795806672e-10
1352,1353,PH_Walker_momentum_5_res_runstest,trend,0.197,2.993206876194077e-10
1353,1354,PH_Walker_biasprop_01_05_res_ac1,trend,0.197,3.404066423980193e-10
1354,1355,CO_TranslateShape_rectangle_2_pts_npatmode,correlation,0.197,3.6343145932187583e-10
1355,1356,SB_TransitionMatrix_5ac_TD4,"symbolic,transitionmat",0.197,3.1166824869238837e-10
1356,1357,SY_LocalGlobal_AC1_p1,stationarity,0.197,3.3691440233801213e-10
1357,1358,SY_LocalGlobal_median_p1,"stationarity,distribution",0.197,3.3007125745975875e-10
1358,1359,SY_LocalGlobal_median_p05,"stationarity,distribution",0.197,3.225403266169945e-10
1359,1360,SY_SlidingWindow_ent_ent2_1,stationarity,0.197,3.32699366438805e-10
1360,1361,MD_pNN_raw_pnn40,"medical,raw,spreaddep",0.196,3.866626978303038e-10
1361,1362,MF_armax_3_1_05_1_maxonmean,model,0.196,4.2616900830403466e-10
1362,1363,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_randomgap_minabserr_run,"model,GaussianProcess",0.196,3.85166281776967e-10
1363,1364,MF_GP_LocalPrediction_covSEiso_covNoise_5_3_10_beforeafter_minmlik,"model,GaussianProcess",0.196,4.469762635288033e-10
1364,1365,SY_TISEAN_nstat_z_5_1_3_rangemedian,"nonlinear,tisean,model,stationarity",0.196,4.612237618625278e-10
1365,1366,SY_TISEAN_nstat_z_5_1_3_rangeoffdiag,"nonlinear,tisean,model,stationarity",0.196,4.5374267937518315e-10
1366,1367,SY_TISEAN_nstat_z_5_1_3_range,"nonlinear,tisean,model,stationarity",0.196,4.312476970310479e-10
1367,1368,SY_TISEAN_nstat_z_4_1_3_range,"nonlinear,tisean,model,stationarity",0.196,3.898809369642935e-10
1368,1369,SP_Summaries_fft_linfitsemilog_all_sigma,FourierSpectrum,0.196,6.599319882647027e-10
1369,1370,MF_AR_arcov_4_var,"model,fit",0.196,4.371718295678791e-10
